tweets,id,name,location,coordinates,created_at,favorite_count,geo,place,source
"RT @IncKinju: @LambaAlka आज ग़लती से पापा ने हमारे “ सेट- अप बॉक्स” के ऊपर #HandSanitizer  छिड़क दिया और उसके बाद से @ZeeNewsEnglish ,
@ABP…",1.257395858917798e+18,V.S Rathore,"Chandigarh, India",,2020-05-04,0.0,,,Twitter for iPhone
"RT @IncKinju: @LambaAlka आज ग़लती से पापा ने हमारे “ सेट- अप बॉक्स” के ऊपर #HandSanitizer  छिड़क दिया और उसके बाद से @ZeeNewsEnglish ,
@ABP…",1.2573954778148372e+18,Jatinder Kumar ( Tony ),,,2020-05-04,0.0,,,Twitter for iPhone
@LambaAlka आज ग़लती से पापा ने हमारे “ सेट- अप बॉक्स” के ऊपर #HandSanitizer  छिड़क दिया और उसके बाद से… https://t.co/18VLCrip0d,1.257394725830656e+18,Kinju_inc,,,2020-05-04,85.0,,,Twitter for iPhone
RT @stevengregory: #handsanitizer missing from all dispensers inside the Tom Bradley Int'l Terminal at @flyLAXairport. A little unnerving c…,1.257393253768364e+18,Rod G. Duncan,,,2020-05-04,0.0,,,Twitter for iPhone
"READY ADVANCED HAND SANITIZER 70% ALKOHOL!
HARGA MANUSIAWI YA DARI 95K-200K ONLY!!
READY 150ML 250ML 500ML
MINAT??… https://t.co/T0sKtOYE6I",1.2573930456847933e+18,greta,,,2020-05-04,0.0,,,Twitter for Android
"READY ADVANCED HAND SANITIZER 70% ALKOHOL!
HARGA MANUSIAWI YA DARI 95K-200K ONLY!!
READY 150ML 250ML 500ML
MINAT??… https://t.co/MZrOoxS2R1",1.25739297875209e+18,greta,,,2020-05-04,0.0,,,Twitter for Android
"READY ADVANCED HAND SANITIZER 70% ALKOHOL!
HARGA MANUSIAWI YA DARI 95K-200K ONLY!!
READY 150ML 250ML 500ML
MINAT??… https://t.co/QtQxsMng1o",1.2573925800584028e+18,greta,,,2020-05-04,0.0,,,Twitter for Android
"READY ADVANCED HAND SANITIZER 70% ALKOHOL!
HARGA MANUSIAWI YA DARI 95K-200K ONLY!!
READY 150ML 250ML 500ML
MINAT??… https://t.co/HOQXmnwSkf",1.2573923792267223e+18,greta,,,2020-05-04,0.0,,,Twitter for Android
"READY ADVANCED HAND SANITIZER 70% ALKOHOL!
HARGA MANUSIAWI YA DARI 95K-200K ONLY!!
READY 150ML 250ML 500ML
MINAT??… https://t.co/hsHKEalv2H",1.257392239946412e+18,greta,,,2020-05-04,0.0,,,Twitter for Android
"READY ADVANCED HAND SANITIZER 70% ALKOHOL!
HARGA MANUSIAWI YA DARI 95K-200K ONLY!!
READY 150ML 250ML 500ML
MINAT??… https://t.co/NdJH9QqzYt",1.2573919912284242e+18,greta,,,2020-05-04,0.0,,,Twitter for Android
"RT @viraldharod: PPE, FACEMASK N95, FACE SHIELD, HANDSFREE SANITIZER DISPENSER IF REQ KINDLY DM.
LOCATION : MUMBAI ONLY
ALL CERTIFIED PRODU…",1.2573917173571502e+18,SirMalavikaSir 😍,Bombay,,2020-05-04,0.0,,,Twitter for Android
Stay focused and get stuff done. #sandiegolabel #sandiego #label #soap #handsanitizer #labels  #health #wellness… https://t.co/zqwNBrJFXq,1.2573916372794532e+18,@SanDiegoLabel,la jolla,,2020-05-04,1.0,,,Twitter for iPhone
RT @stevengregory: #handsanitizer missing from all dispensers inside the Tom Bradley Int'l Terminal at @flyLAXairport. A little unnerving c…,1.2573915720161485e+18,Foo,,,2020-05-04,0.0,,,Twitter Web App
RT @stevengregory: #handsanitizer missing from all dispensers inside the Tom Bradley Int'l Terminal at @flyLAXairport. A little unnerving c…,1.2573908043325768e+18,"What up, Dawg?","SoCal, USA",,2020-05-04,0.0,,,Twitter for iPhone
"La Palm Hand Sanitizer 8oz is NOW AVAILABLE!!
Kills 99.9% of Germs
Aloe Vera To Moisturize Your Hands
In Stock - In… https://t.co/htWru9bedS",1.257388973372117e+18,Triple Vitamin,,,2020-05-04,0.0,,,Social Media Publisher App 
"NEW Hand Sanitizer Packets Single Use. Keep a Few Stashed at Home, In Your Car, In Your Desk, In Your Bag or Any Pl… https://t.co/eucmb8PgIb",1.2573889641446113e+18,Gel II Manicure,,,2020-05-04,0.0,,,Social Media Publisher App 
RT @stevengregory: #handsanitizer missing from all dispensers inside the Tom Bradley Int'l Terminal at @flyLAXairport. A little unnerving c…,1.257388865654055e+18,Christine Klein - Text TRUMP to 88022,"California, USA",,2020-05-04,0.0,,,Twitter Web App
"EASIEST work or home sanitizer recipe:

1. Run hands under warm water.
2. Add soap.
3. Rub vigorously.

#handsanitizer",1.257388802936537e+18,OK Truckee,,,2020-05-04,0.0,,,Twitter Web App
RT @stevengregory: #handsanitizer missing from all dispensers inside the Tom Bradley Int'l Terminal at @flyLAXairport. A little unnerving c…,1.2573884712636006e+18,John and Ken,Southern California,,2020-05-04,0.0,,,Twitter Web App
"RT @KiraBuckland: The sign outside my local target says

OUT OF STOCK:
Disinfectant wipes
Lysol
Rubbing alcohol
Gloves
Thermometers
Nintend…",1.2603590914882437e+18,Chase Tolbert,,,2020-05-12,0.0,,,Twitter for Android
RT @OpinionThorny: 36% of Americans think Trump is a good source of information about COVID-19. That means 36% of Americans think injecting…,1.2603590712045076e+18,Paulie,,,2020-05-12,0.0,,,Twitter Web App
@KiraBuckland Animal Crossing Horizons on the Nintendo Switch. It's a mental disinfectant for being stuck in the house. 🌚,1.2603590152650752e+18,Infinite,"North Carolina, USA",,2020-05-12,0.0,,,Twitter Web App
Accidental poisonings increased after Trump's disinfectant comments https://t.co/TW0ItYQhJY,1.2603589837532692e+18,Vicki Norwood,Tennessee,,2020-05-12,0.0,,,Twitter Web Client
"RT @KiraBuckland: The sign outside my local target says

OUT OF STOCK:
Disinfectant wipes
Lysol
Rubbing alcohol
Gloves
Thermometers
Nintend…",1.2603589731080602e+18,𓂀 Mary Hellscream,,,2020-05-12,0.0,,,Twitter for Android
“An attempt by The Canadian Press to wipe down our plastic cash with the disinfectant Lysol started removing the pi… https://t.co/zr9KLhc8Oq,1.2603589526272328e+18,J. Kelly Nestruck,,,2020-05-12,0.0,,,Twitter for iPhone
"RT @Nala_Denga: @aviwe_m16 I flush twice every time after number two, 1. immediately after 2. After brushing the toilet with a disinfectant…",1.2603589063307018e+18,Shiiiit marn😭,"Hatfield, Pretoria",,2020-05-12,0.0,,,Twitter for iPhone
"RT @alfonslopeztena: Flying during the coronavirus plague: stressful and surreal. Paranoid travelers roam the empty terminals in masks, eye…",1.260358880820953e+18,Paul Vetti,,,2020-05-12,0.0,,,Twitter for Android
Or use disinfectant on all your packages then wash your hands with antibacterial hand wash??? https://t.co/MkerBhDrEE,1.2603588567372513e+18,Ayy West 🇩🇯,South Acton,,2020-05-12,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='7093398a4249d151', url='https://api.twitter.com/1.1/geo/id/7093398a4249d151.json', place_type='city', name='Ealing', full_name='Ealing, London', country_code='GB', country='United Kingdom', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-0.351597, 51.491866], [-0.243263, 51.491866], [-0.243263, 51.537638], [-0.351597, 51.537638]]]), attributes={})",Twitter for iPhone
@FonzEliFonce @Blakew300 @DavidJHarrisJr @realDonaldTrump @Canadians4Trump When Your Programmers Neglect Truth Inpu… https://t.co/vwYxFtMbBd,1.260358852236591e+18,❌Deni L🇺🇸🙏🦅🇺🇸❌,USA,,2020-05-12,0.0,,,Twitter for iPhone
"RT @KiraBuckland: The sign outside my local target says

OUT OF STOCK:
Disinfectant wipes
Lysol
Rubbing alcohol
Gloves
Thermometers
Nintend…",1.2603588485919416e+18,Sly921,hilltop zone,,2020-05-12,0.0,,,Twitter for Android
"RT @KiraBuckland: The sign outside my local target says

OUT OF STOCK:
Disinfectant wipes
Lysol
Rubbing alcohol
Gloves
Thermometers
Nintend…",1.2603587208502108e+18,Nina Abbacchio: #GoldenWind,"Tennessee, USA",,2020-05-12,0.0,,,Twitter for iPhone
...and you were all surprised when American people actually tried to ingest disinfectant. https://t.co/WJQCtQCy4E,1.2603587163077059e+18,Kepler-442b,,,2020-05-12,0.0,,,Twitter for iPhone
@funder @realDonaldTrump Stuffing his gullet with McDonald's hamburgers -- cause he fears being poisoned.  Counting… https://t.co/YvuBaUdP3B,1.260358712650154e+18,Myra,,,2020-05-12,0.0,,,Twitter Web App
"RT @KiraBuckland: The sign outside my local target says

OUT OF STOCK:
Disinfectant wipes
Lysol
Rubbing alcohol
Gloves
Thermometers
Nintend…",1.260358639128281e+18,Mister J(ayayday),,,2020-05-12,0.0,,,Twitter Web App
"RT @KiraBuckland: The sign outside my local target says

OUT OF STOCK:
Disinfectant wipes
Lysol
Rubbing alcohol
Gloves
Thermometers
Nintend…",1.260358594215547e+18,Kar,He/him/they/them 🏳️‍🌈pan,,2020-05-12,0.0,,,Twitter for Android
"@SteveW928 @musicism3e @kurteichenwald The media takes everyone out of context every so often, especially black fig… https://t.co/U1gCf9SCPX",1.2603585333773394e+18,Dan Tres,,,2020-05-12,0.0,,,Twitter for iPhone
@KMark1969 That's where the disinfectant comes in.,1.2603585131943404e+18,"Fire, then Arrest Trunt on November 3, 2020↙️🌊","Nolists, TY",,2020-05-12,1.0,,,Twitter Web App
"RT @SputnikInt: Accidental bleach, disinfectant poisonings spike in US after Trump’s injection comments

@realDonaldTrump #Coronavirus http…",1.260358481485484e+18,mariam,,,2020-05-12,0.0,,,Twitter for iPhone
@mindracingfast Disinfectant,1.2603584729332695e+18,Ms. Well Actually,rva,,2020-05-12,0.0,,,Twitter for iPhone
"RT @JediSlasher: This is sad. We used to be able to trust our President &amp; what they say.

But... if you don't know to ignore Trump's lies b…",1.2603584550571008e+18,Javier Vasquez.,SW FL,,2020-05-12,0.0,,,Twitter for iPhone
RT @Empirevaleting1: Full deep #interiorvalet #detail on this #HondaCivic to remove mould and dirt from where its been sitting around for a…,1.26035845226376e+18,Empire Detailing,"ÜT: 51.3806565,-0.1224373",,2020-05-12,0.0,,,Twitter for Android
@blessedchava @PersevereEver @KaraBear110 @DigiVorr @RickySi16087724 @JimRobe70184873 @ntrlbrnkllr66… https://t.co/M1MBzjRfvk,1.260358441840722e+18,Raymond Paul Covit  QFD retweet to victory,,,2020-05-12,1.0,,,Twitter Web App
@7kidchaos @HouseCracka @IngrahamAngle Trump is gone in November and he’s only got himself to blame ! He’s a flat o… https://t.co/gXM0FGinBL,1.2603584269259407e+18,Robert Wayne Wilkins,Planet earth,,2020-05-12,2.0,,,Twitter for iPhone
"RT @Plusworldng: Do you need a disinfectant sprayer???

Graco's SaniSpray HP products have been designed to deliver consistent coverage, wi…",1.2603584231091446e+18,John Igbaifua,"Lagos, Nigeria",,2020-05-12,0.0,,,Twitter for iPhone
The disinfectant required is against the law as it would terminate 70% https://t.co/DtT7LmjBMx,1.2603584021879357e+18,Phillip Dawson,,,2020-05-12,0.0,,,Twitter for iPhone
There is something called ‘Disinfectant” https://t.co/SkOAs0IxZZ,1.2603583827430605e+18,Andzinho🇨🇴🇳🇬,"South London, England",,2020-05-12,4.0,,,Twitter for iPhone
"@realDonaldTrump Mr. President, I dont believe the country should reopen until cleaning items such as lysol, 409, d… https://t.co/l6wPraI16f",1.2603583787334246e+18,Ashton Harris,"richmond, va",,2020-05-12,0.0,,,Twitter for iPhone
"RT @KiraBuckland: The sign outside my local target says

OUT OF STOCK:
Disinfectant wipes
Lysol
Rubbing alcohol
Gloves
Thermometers
Nintend…",1.2603583747193938e+18,Darkxaur,Stately Darkxaur Mansion,,2020-05-12,0.0,,,Twitter Web App
@Protogaea @realDonaldTrump Hahahahahahaha no wait Hahahahahahaha you must have actually injected the disinfectant. This is crazy talk.,1.260358334026322e+18,DonaSmith,"Alabama, USA",,2020-05-12,1.0,,,Twitter for iPhone
"RT @Plusworldng: One of the most important things to do in this #Covid_19 period is to disinfect our environment 

You can now order our sa…",1.2603583274286244e+18,John Igbaifua,"Lagos, Nigeria",,2020-05-12,0.0,,,Twitter for iPhone
RT @OrRite_Then: @AndyOstroy @realDonaldTrump Another female journalist makes Disinfectant Donald run away. #TrumpDeathToll81K https://t.co…,1.2603583140570644e+18,Bisty CS Ross,,,2020-05-12,0.0,,,Twitter for iPhone
@CNN Uncomfortable returning to regular routines? I spray my keyboard with disinfectant after a tweet.,1.260358289289773e+18,Andrew Bailey,,,2020-05-12,5.0,,,Twitter Web App
"RT @Plusworldng: One of the most important things to do in this #Covid_19 period is to disinfect our environment 

You can now order our sa…",1.2603582868991386e+18,John Igbaifua,"Lagos, Nigeria",,2020-05-12,0.0,,,Twitter for iPhone
"@KathyLillibridg @patriot5732 @OwnRules @realDonaldTrump Disinfectant
Not bleach or Lysol or anything else idiots h… https://t.co/B58wHTx0QK",1.2603582648873533e+18,LWalk,,,2020-05-12,0.0,,,Twitter for Android
@RanWithScisors Yeah fauci’s a moron we should hear more from the guy working on injecting sun under our skin and disinfectant in our lungs,1.2603582491209687e+18,Below Average Friday,"Washington, DC",,2020-05-12,0.0,,,Twitter for iPhone
@dxnoelle You need disinfectant wipes or baby wipes?,1.2603582463989023e+18,Saturday,Northern Virginia - JAX,,2020-05-12,0.0,,,Twitter for iPhone
RT @CADRIMREFCENTRE: Staff and volunteers of the Guyana Red Cross delivering hygiene and disinfectant kits to stop the spread of #COVID19.…,1.2603582273441956e+18,Akeisha V  Benjamin,Trinidad,,2020-05-12,0.0,,,Twitter for Android
"Almost all the ""You said..."" slams were bullshit. 
""You said we should try injecting disinfectant.""
""You said chlor… https://t.co/x0dnHhHeVJ",1.260358208675332e+18,Pepe Leffew,"Tennessee, USA",,2020-05-12,1.0,,,Twitter Web App
RT @OpinionThorny: 36% of Americans think Trump is a good source of information about COVID-19. That means 36% of Americans think injecting…,1.2603581924433347e+18,Dee Tallman,NC🌊 by way of WV⛰ (USA),,2020-05-12,0.0,,,Twitter for iPhone
"RT @KiraBuckland: The sign outside my local target says

OUT OF STOCK:
Disinfectant wipes
Lysol
Rubbing alcohol
Gloves
Thermometers
Nintend…",1.2603581922504745e+18,The Mad Yokai👹,"West Chester, PA",,2020-05-12,0.0,,,Twitter for Android
"RT @KiraBuckland: The sign outside my local target says

OUT OF STOCK:
Disinfectant wipes
Lysol
Rubbing alcohol
Gloves
Thermometers
Nintend…",1.260358156120662e+18,𝕄𝕖𝕝𝕚𝕠𝕕𝕒𝕤,No art shown is mine ,,2020-05-12,0.0,,,Twitter for iPhone
"RT @KiraBuckland: The sign outside my local target says

OUT OF STOCK:
Disinfectant wipes
Lysol
Rubbing alcohol
Gloves
Thermometers
Nintend…",1.260358129130156e+18,aseaofsquids,,,2020-05-12,0.0,,,TweetDeck
can confirm they fr havent changed the plastic on it at my store since they put it on😂😂 but we only put it on so th… https://t.co/aGDejfZZWd,1.2603581243152548e+18,Dead Sensei,,,2020-05-12,0.0,,,Twitter for Android
RT @OrRite_Then: @realDonaldTrump Another female journalist makes Disinfectant Donald run away. #TrumpDeathToll81K https://t.co/H2k4kXvr38,1.2603580775278715e+18,samantha,,,2020-05-12,0.0,,,Twitter for iPhone
"@maddow @LindaHu71330699 He must be hit’n the bottle again- that is, the bottle of disinfectant.
I hear there are some unwanted effects.",1.26035806089318e+18,Kimberle,"Evanston, IL",,2020-05-12,1.0,,,Twitter for iPhone
Full deep #interiorvalet #detail on this #HondaCivic to remove mould and dirt from where its been sitting around fo… https://t.co/LGdcpX4iAe,1.2603580403368591e+18,Empire Detailing,"ÜT: 51.3806565,-0.1224373",,2020-05-12,1.0,,,Twitter for Android
@TheOtherMandela Just track marks from disinfectant injections.,1.2603580204769198e+18,Lilliana,,,2020-05-12,1.0,,,Twitter Web App
RT @PlaysTrumpCard: @realDonaldTrump The Trump administration has done such an great job getting supplies to our States when the cupboards…,1.2603580058093896e+18,PATRIOTLOVER,United States,,2020-05-12,0.0,,,Twitter for iPhone
"The sign outside my local target says

OUT OF STOCK:
Disinfectant wipes
Lysol
Rubbing alcohol
Gloves
Thermometers
N… https://t.co/HyuPnWuaHY",1.260357972162564e+18,Kira Buckland ★,kira@kirabuckland.com ⚡️✨,,2020-05-12,1871.0,,,Twitter for iPhone
RT @yeahunoeme: @viphires @tbiadvice @debiowens @PWM62 @para82nd_1 @SwearengenMaude @MpoppEileen @LesterMoe6 @CherylHirschi @Resister_Sis @…,1.2603579615889203e+18,Maverick,"Minneapolis, MN ",,2020-05-12,0.0,,,Twitter for iPad
"Revealing Trump financial docs might interfere with Trump's medical advice, to inject disinfectant for example. The… https://t.co/amNgd9yF8s",1.2603579552260424e+18,lpg711,,,2020-05-12,0.0,,,Twitter for Android
RT @tweettruth2me: Maybe sunshine is a disinfectant after all. 🤔 https://t.co/eA2CuJ7jH8,1.2603578729632563e+18,Jim Starkey🌟🌟🌟,"Fairmount,In.",,2020-05-12,0.0,,,Twitter Web App
"RT @portarican_RT: March 31, 2020 the @Surgeon_General thought this. So when #RandPaul says he's listening to the ""other experts"" its eithe…",1.2603577819466875e+18,💄🎼Gina Hurd🎙🍒,,,2020-05-12,0.0,,,Twitter Web App
"Thanks to YOU, through the sale of our toilet paper socks we were able to donate the following to agencies helping… https://t.co/K3PjE3YhGj",1.2603574939154432e+18,Sock Rocket,Canada,,2020-05-12,6.0,,,Twitter for iPhone
Covid-19 virus is easily transmitted and very dangerous. Protect your family and use a Covid-19 certified disinfect… https://t.co/dDKXjrLUyU,1.2603574777968968e+18,Effeclean Canada Inc,"Toronto, Ontario Canada",,2020-05-12,0.0,,,Twitter for Android
@boogahadeed @Dollyrotten710 @kglappin @SaupanFam @Breaking911 damn i wouldnt have guessed considering you were so… https://t.co/tVX2jR41UZ,1.2603574330478756e+18,RecNarukami🧢,The Lab,,2020-05-12,0.0,,,Twitter for iPhone
@JonathanTurley This is what draining the swamp looks like.!!! Sunlight is the best disinfectant 🌞 make them expose… https://t.co/6PHDaoUtCu,1.2603574320285983e+18,Higgz🇺🇸,Long Island NY,,2020-05-12,7.0,,,Twitter for iPhone
@AskTSA can I bring a large container of Clorox disinfectant wipes on my carry on ?,1.2603574071857807e+18,Val Angel,,,2020-05-12,0.0,,,Twitter for iPhone
@LukeEvansSimon What were the other disinfectant candidates you considered at the top of the funnel?,1.260357376466514e+18,Gary Lam,Inside ,,2020-05-12,4.0,,,Twitter for  iPhone
"RT @portarican_RT: March 31, 2020 the @Surgeon_General thought this. So when #RandPaul says he's listening to the ""other experts"" its eithe…",1.2603573651923272e+18,Mia 💃🏻,,,2020-05-12,0.0,,,Twitter Web Client
@tweettruth2me It’s the best disinfectant,1.2603573408107643e+18,⭐️⭐️⭐️The Sly SilverFox⭐️⭐️⭐️,BaconLand,,2020-05-12,0.0,,,Twitter for iPhone
Accidental Poisonings Rise After Trump Disinfectant Comments | Time https://t.co/TKiq2BFc2U,1.2603572983687782e+18,Gloria Kennedy Fleck,#RI @KytKatz (daughter),,2020-05-12,0.0,,,Twitter for iPhone
RT @tweettruth2me: Maybe sunshine is a disinfectant after all. 🤔,1.2603572885373297e+18,⭐️⭐️⭐️The Sly SilverFox⭐️⭐️⭐️,BaconLand,,2020-05-12,0.0,,,Twitter for iPhone
"@JamesDMayer2 FACT CHECK: No, Trump Did Not Tell People To ‘Inject Themselves With Disinfectant’ Or ‘Drink Bleach’ https://t.co/Kw2cUAfImF",1.2603572708708557e+18,Pat P_B,Near You,,2020-05-12,0.0,,,Twitter for iPhone
Bing https://t.co/iyW4Uu96lP,1.2603572517952143e+18,GK,"Berkeley, CA",,2020-05-12,0.0,,,Twitter for iPhone
"RT @camanpour: President Trump cites statistics he says show the U.S. is a world leader in testing. 

New York Times reporter Donald G. McN…",1.2603572249011773e+18,Kristin Millane,,,2020-05-12,0.0,,,Twitter for Android
@LaraLeaTrump Donald Trump is the leading cause of death in the USA.The USA has 28% of all the deaths on the planet… https://t.co/OV2Q5jaJZ2,1.2603571436953682e+18,Sean McBrien,"New York, USA",,2020-05-12,0.0,,,Twitter for iPhone
RT @people: Full-Body Disinfectant Machines Cleaning Clothes and Bodies Being Tested in Hong Kong Airport https://t.co/GnXTau9Trr,1.2603571370808074e+18,BRENDA CRISTAL QUINTANAR MENDOZA,Mexico,,2020-05-12,0.0,,,Twitter for Android
"March 31, 2020 the @Surgeon_General thought this. So when #RandPaul says he's listening to the ""other experts"" its… https://t.co/CD4ScLIHYH",1.2603570755673375e+18,The Voice Of Reason,"San Antonio, TX",,2020-05-12,2.0,,,Twitter Web App
"Btw, Trump has moved the world on from chlorinated chickens to chlorinated humans (see his recent ingest/inhale dis… https://t.co/DeUzNAJknl",1.2603570424113152e+18,stopcoronavirus,"London, England",,2020-05-12,0.0,,,Twitter Web App
"@ratpyan Yes a real doctor who has been doing this for years and top expert and a Optometrist for three years, take… https://t.co/anxemuCQ9c",1.260356990884348e+18,GaetzBarStoolLives,,,2020-05-12,0.0,,,Twitter for Android
Maybe sunshine is a disinfectant after all. 🤔 https://t.co/eA2CuJ7jH8,1.260356964271493e+18,No One 🇺🇸,"Mississippi, USA",,2020-05-12,35.0,,,Twitter for iPhone
@obpair @JonathanTurley 25th amendment? The guy thinka people should inject disinfectant...so yeah.,1.2603569489329398e+18,Turn Texas Blue,"Texas, USA",,2020-05-12,0.0,,,Twitter for Android
@animalsvoice4 @wenger1433 @chenweihua @SecPompeo Drink disinfectant solution and let your sad government treat you… https://t.co/OFJ80bJjSX,1.2603569277430907e+18,Tyler zhang,中华人民共和国,,2020-05-12,0.0,,,Twitter for iPad
"Accidental Bleach, Disinfectant Poisonings Spike in US After Trump’s Injection Comments: https://t.co/jXTHF2cmSJ via @SputnikInt",1.2603569274957742e+18,Je' Czaja,"Deep South, USA",,2020-05-12,0.0,,,Twitter Web Client
"RT @PamKeithFL: Why we DON’T have to lie about 45:

*Paid hush money to a porn star
*Assaulted more than 26 women
*Told people to drink dis…",1.2603569199375606e+18,Brian F Connors,,,2020-05-12,0.0,,,Twitter for Android
"RT @Peterhepple5: @BusyDrT NO! NO! NO!

NO DISINFECTANT 

NO MASKS

NO PERSISTANT HANDWASHING

NO VACCINATIONS

THEY ARE OUR CHILDREN, NOT…",1.2603569188471767e+18,BowQueen,"Ohio, USA",,2020-05-12,0.0,,,Twitter for iPhone
@laurie_trotta @jaketapper Can you rely on someone that thinks you can inject disinfectant to kill a virus? Or beam… https://t.co/fZKVr1C7ep,1.260356888094552e+18,Jeff,NJ,,2020-05-12,0.0,,,Twitter for Android
RT @OrRite_Then: @AndyOstroy @realDonaldTrump Another female journalist makes Disinfectant Donald run away. #TrumpDeathToll81K https://t.co…,1.2603568709144535e+18,Carol P,,,2020-05-12,0.0,,,Twitter for iPhone
"RT @camanpour: President Trump cites statistics he says show the U.S. is a world leader in testing. 

New York Times reporter Donald G. McN…",1.260356843471278e+18,Mary,"Fort Pierce, FL",,2020-05-12,0.0,,,Twitter for iPhone
RT @sheckeygreen: @JaySekulow Jay Sekulow's legal prowess is akin to Donald's medical advice about 'injecting disinfectant'- they're both o…,1.2603567843736003e+18,janeeohara,Toronto,,2020-05-12,0.0,,,Twitter Web App
"RT @GoofyGary7: @PuestoLoco @tamijobrown What White House CORONAVIRUS RESPONSE?
The 1 trump refused to acknowledge it?
The 1 trump called i…",1.2603567727427297e+18,TJ,Newport. RI,,2020-05-12,0.0,,,Twitter for iPhone
Go with the virus expert; not the one who suggested to inject disinfectant (and also looked at the sun during an ec… https://t.co/vV0if7OSrS,1.260356690081284e+18,Mj Ces,Philippines,,2020-05-12,0.0,,,Twitter Web App
"Here’s why you should use an EPA-registered disinfectant, especially right now: https://t.co/h4gMux5vuq #EPA… https://t.co/Qk7xlhtETq",1.2603565843220562e+18,Decon7,"Scottsdale, AZ",,2020-05-12,1.0,,,HubSpot
"@emilyparkhurst If bleach is an effective disinfectant, does that decrease the risk of swimming in a chlorinated pool?",1.2603565225691095e+18,Chris Stetkiewicz,"Seattle, WA",,2020-05-12,1.0,,,Twitter for iPhone
@ArseBiscuit1 @Janana58 @davemacladd I'm pretty sure he said disinfectant! Don't think he named any particular disinfectant,1.260356473223291e+18,Patricia jane,,,2020-05-12,0.0,,,Twitter for Android
RT @SterileSpace: An over-the-counter #disinfectant won't kill off the #coronavirus unless you've cleaned it the proper way first. Here are…,1.2603563696280166e+18,Jan Kraak,,,2020-05-12,0.0,,,Twitter for iPhone
"This is an amazing achievement, so proud to call myself Irish reading this. Our little country supporting the Navaj… https://t.co/nv01OwKiH6",1.2603563562147512e+18,Miriam Carroll,"Chandler, AZ",,2020-05-12,0.0,,,Twitter for iPhone
"I'm late but I didn't hear any mention of ingestion of bleach and/or disinfectant, nor sunshine at the committee me… https://t.co/bSanjvylf1",1.260356350380372e+18,Kerstin: I'm always alright 🎩 🌊,"North Carolina, USA",,2020-05-12,1.0,,,Twitter for Android
I'd sooner inject myself with disinfectant than vote for Trump. At least the pain would be over quicker.,1.2603561559242424e+18,Kyle Bell,"Chicago, IL",,2020-05-12,0.0,,,Twitter Web App
@mikepop2 @TheRightColumn @RealJMSFLORIDA @EdenECherry @ZoeTillman Thanks for the advice. If I ever have a traumati… https://t.co/ifAx7yYb8v,1.2603561403507016e+18,JCmacc,,,2020-05-12,1.0,,,Twitter Web App
When you try to ingest a disinfectant to ward off the 'Rona https://t.co/tfkvI2XuzM,1.2603561063978926e+18,hehateme2012,parts unknown,,2020-05-12,1.0,,,Twitter Web App
@MollyJongFast A bottle of Trump disinfectant also comes with a straw.,1.2603560750370898e+18,David W. Decker,"Middleton, MA",,2020-05-12,0.0,,,Twitter for Android
"@realDonaldTrump You've been a walking disaster
Keep taking the Disinfectant",1.2603560273939005e+18,Phillip Peacock,,,2020-05-12,0.0,,,Twitter for Android
@DuraEdge Would not be surprised since it does not naturally reproduce like Real Turfgrass.   Could be extra apps o… https://t.co/5939owhTqZ,1.2603559719702856e+18,Luke Yoder,"Simpsonville, South Carolina",,2020-05-12,2.0,,,Twitter Web App
"@sdshark @rice1181 @Humanproofer @Breaking911 &lt;buzzer&gt; WRONG AGAIN DICKWEED! https://t.co/EyJq3NcnFB
Being wrong is… https://t.co/ptDSVLUv0N",1.260355914932138e+18,CornPopWas,,,2020-05-12,0.0,,,Twitter for Android
@sirhottest Cus I'm spending 8 hours with a spray bottle of disinfectant that stings the nose if you get a good whi… https://t.co/ZqlkxzSc2v,1.2603558822205727e+18,Strixy,"Palmdale, CA",,2020-05-12,1.0,,,Twitter for Android
RT @FrankiesTooLoud: @WoobCudi @ChiTownVillain2 So they can spray the plastic with a disinfectant that will not harm the electronics undern…,1.2603557076285932e+18,Sunny Sails,NYC,,2020-05-12,0.0,,,Twitter Web App
"@SkipYorkEnergy @JamesPeoplePlay @StephenAtHome Haha, #baaaaaaa.  Have a hamberder, wash it down w some covfefe, in… https://t.co/BV2tCdWdiO",1.260355689664467e+18,Devon Jaffier,New York City,,2020-05-12,0.0,,,Twitter for iPhone
"RT @TeaPainUSA: The man that told you to inject disinfectant wants you to believe he's uncovered the ""greatest political crime in American…",1.2599965836277187e+18,Tess ,,,2020-05-11,0.0,,,Twitter Web App
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599965654454477e+18,Karen,reality,,2020-05-11,0.0,,,Twitter for iPad
@SenSchumer I have always felt that anyone who ever had contact with Chuck Schumer needed a disinfectant shower...… https://t.co/iXdeSmcBex,1.2599965407157576e+18,Brian MAGA 🇺🇸,Great Southwest USA,,2020-05-11,1.0,,,Twitter Web App
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599965207845724e+18,NJKeiser,,,2020-05-11,0.0,,,Twitter for iPhone
